Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
SV - Mighty Fine Burgers Fries Shakes,78745,11/17/2021,94,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.22756, -97.82157)",12394218,Routine Inspection
Prime Now LLC,78758,05/18/2020,100,"2209 RUTLAND DR
AUSTIN, TX 78758
(30.38076, -97.7192)",11723659,Routine Inspection
La Quinta Inn & Suites,78717,08/13/2020,99,"10701 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47566, -97.7923)",10954560,Routine Inspection
First Wok,78745,07/14/2022,70,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.20807, -97.78081)",11761726,Routine Inspection
Short Stop #5,78757,02/02/2022,89,"3001 W ANDERSON LN
AUSTIN, TX 78757
(30.36029, -97.74)",2800326,Routine Inspection
Taco Bell #30081,78726,08/20/2020,97,"7515 N FM 620 RD
AUSTIN, TX 78726
(30.40813, -97.85175)",11066752,Routine Inspection
LW - Lakeway Resort and Spa,78734,08/26/2020,87,"101 LAKEWAY DR
LAKEWAY, TX 78734
(30.37411, -97.98689)",11322029,Routine Inspection
Target (Starbucks) T-1797,78717,05/27/2021,99,"10900 LAKELINE MALL DR
AUSTIN, TX 78717
(30.47448, -97.7963)",2802283,Routine Inspection
Austin Shelter for Women and Children,78721,06/16/2021,100,"4613 TANNEHILL LN
AUSTIN, TX 78721
(30.28341, -97.67144)",12186065,Routine Inspection
Sezi,78745,08/10/2020,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137, -97.79283)",11632241,Routine Inspection
Project Pollo,78702,12/06/2022,100,"1401 ROSEWOOD AVE
AUSTIN, TX 78702
(30.26888, -97.72422)",12393968,Routine Inspection
PF - Springhill Elementary School,78660,01/22/2021,99,"600 S HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.44271, -97.64346)",12392658,Routine Inspection
"BBCO, LLC dba Breed & Co",78705,04/28/2022,97,"718 W 29TH ST
AUSTIN, TX 78705
(30.29653, -97.74478)",11468113,Routine Inspection
Gabriela's Downtown,78702,09/26/2022,86,"900 E 7TH ST
AUSTIN, TX 78702
(30.26636, -97.73314)",11823575,Routine Inspection
"Spec's Wines, Spirits & Finer Foods, #62",78759,07/13/2020,94,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.39198, -97.73307)",10016853,Routine Inspection
7-Eleven 36559H,78734,12/28/2021,91,"3636 N FM 620 RD
AUSTIN, TX 78734
(30.39763, -97.92854)",10874261,Routine Inspection
"Learning Experience, The",78736,08/17/2022,100,"7814 W US 290 HWY
AUSTIN, TX 78736
(30.22903, -97.88579)",12395339,Routine Inspection
LW - Mangieri's Pizza,78734,11/15/2021,93,"2133 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34193, -97.96963)",10181125,Routine Inspection
Sushi Niichi,78705,09/17/2020,70,"705 W 24TH ST
AUSTIN, TX 78705
(30.288, -97.7455)",12004622,Routine Inspection
Drftwood/DT,78701,12/30/2021,87,"319 COLORADO ST
AUSTIN, TX 78701
(30.26639, -97.74489)",2803205,Routine Inspection
Tarry House Snack Bar,78703,06/09/2020,90,"3006 BOWMAN AVE
AUSTIN, TX 78703
(30.29945, -97.77079)",2800548,Routine Inspection
Vaqueros Cafe,78746,03/14/2022,85,"1801 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.27086, -97.81718)",11745160,Routine Inspection
Posse East,78705,07/20/2022,92,"2900 DUVAL ST
AUSTIN, TX 78705
(30.2913, -97.73452)",2800211,Routine Inspection
Lavaca Street Bar Domain,78758,07/13/2021,84,"11420 ROCK ROSE AVE
AUSTIN, TX 78758
(30.40078, -97.7229)",11481254,Routine Inspection
Black Rock Coffee Bar,78735,10/05/2021,94,"7415 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.25596, -97.86826)",12394153,Routine Inspection
La Reyna Bakery,78744,05/11/2021,83,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.18026, -97.74776)",11358586,Routine Inspection
Buttercup Chevron,78660,03/22/2021,86,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.42049, -97.62849)",11348918,Routine Inspection
Danelia Rogel Fruit Cup Shop LLC,78752,07/25/2022,92,"704 E ST JOHNS AVE
AUSTIN, TX 78752
(30.33361, -97.70505)",11766215,Routine Inspection
Oasis Cantina,78732,12/04/2020,90,"6550 COMANCHE TRL
AUSTIN, TX 78732
(30.40645, -97.87439)",2800666,Routine Inspection
Starbucks Coffee #22300,78723,07/27/2022,97,"1801 E 51ST ST
AUSTIN, TX 78723
(30.30251, -97.69818)",11261275,Routine Inspection
Catedral de Mariscos,78753,11/30/2022,88,"220 E ANDERSON LN
AUSTIN, TX 78753
(30.34354, -97.70374)",11818623,Routine Inspection
Jeremiah Program CDC,78702,07/10/2020,95,"1200 PAUL TERESA SALDANA ST
AUSTIN, TX 78702
(30.26929, -97.70301)",11920756,Routine Inspection
7-Eleven Convenience Store #38413A,78702,09/26/2022,97,"2020 E 7TH ST
AUSTIN, TX 78702
(30.26212, -97.71915)",12395323,Routine Inspection
Cristo Rey Church,78702,07/15/2021,89,"2208 E 2ND ST
AUSTIN, TX 78702
(30.25638, -97.71956)",2800121,Routine Inspection
Four Points Middle School,78750,11/18/2021,100,"9700 MC NEIL DR
AUSTIN, TX 78750
(30.39537, -97.83042)",10321795,Routine Inspection
Texan Mart,78753,05/24/2021,96,"10401 N IH
AUSTIN, TX 78753",12392612,Routine Inspection
McDonald's Restaurant #31246,78748,10/10/2022,87,"9300 S IH
AUSTIN, TX 78748",12396682,Routine Inspection
St. Gabriel Catholic School,78735,09/23/2022,100,"2500 WIMBERLY LN
AUSTIN, TX 78735
(30.29209, -97.8741)",2801307,Routine Inspection
Papa Murphy's Pizza,78750,08/25/2020,91,"12856 N US 183 HWY
AUSTIN, TX 78750
(30.43396, -97.77215)",11233999,Routine Inspection
"Club Demonstration Services, Inc",78759,03/17/2022,97,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.39653, -97.74577)",11291484,Routine Inspection
Wal-Mart #3569 (Meat/Seafood),78753,01/03/2022,90,"12900 N IH
AUSTIN, TX 78753",2802102,Routine Inspection
Texas Land & Cattle,78745,01/18/2023,94,"5510 S IH
AUSTIN, TX 78745",11960966,Routine Inspection
Foodie Kids,78731,09/16/2021,100,"3818 FAR WEST BLVD
AUSTIN, TX 78731
(30.35683, -97.7589)",11694062,Routine Inspection
Muchos #3,78705,06/23/2022,93,"3201 N LAMAR BLVD
AUSTIN, TX 78705
(30.30166, -97.74492)",11902807,Routine Inspection
Central Texas Rehabilitation Hospital,78751,03/12/2021,96,"700 W 45TH ST
AUSTIN, TX 78751
(30.31194, -97.73484)",10755083,Routine Inspection
Tiny Pies,78756,01/22/2021,91,"5035 BURNET RD
AUSTIN, TX 78756
(30.32227, -97.73921)",11100198,Routine Inspection
Chuy's Barton Springs,78704,09/28/2020,91,"1728 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.26369, -97.76344)",10003983,Routine Inspection
PF - Spare Time Family Entertainment II,78660,09/02/2020,90,"1724 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45483, -97.6027)",12392363,Routine Inspection
Parsons House @ Austin,78752,03/01/2021,82,"1130 CAMINO LA
AUSTIN, TX 78752
(30.32465, -97.6962)",2802410,Routine Inspection
Hook & Reel Cajun and Bar,78757,02/23/2022,93,"9070 RESEARCH BLVD
AUSTIN, TX 78757
(30.37328, -97.72734)",12395446,Routine Inspection
LW - Merito Food Mart,78734,03/11/2021,93,"201 N FM 620 RD
LAKEWAY, TX 78734
(30.36703, -97.95057)",11289572,Routine Inspection
Paperboy,78702,07/14/2022,80,"1203 E 11TH ST
AUSTIN, TX 78702
(30.26857, -97.72757)",12393014,Routine Inspection
Techridge Burger King,78753,10/31/2022,89,"13216 IH
SVRD STE A AUSTIN, TX 78753",12395124,Routine Inspection
Tortilleria Rio Grande,78745,05/04/2020,83,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19624, -97.78578)",10507284,Routine Inspection
OOB 827 Ray's Kitchen + Cellar,78734,06/07/2021,100,"3519 N FM 620 RD
AUSTIN, TX 78734
(30.39721, -97.9312)",11523857,Routine Inspection
Fish Daddy's,78660,05/15/2020,91,"15119 N IH
AUSTIN, TX 78660",10236095,Routine Inspection
El Pollo Rico # 11,78748,04/01/2022,88,"609 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17305, -97.80034)",12109787,Routine Inspection
North Lamar Quick Stop,78753,06/23/2022,89,"8545 N LAMAR BLVD
AUSTIN, TX 78753
(30.35388, -97.70407)",12394542,Routine Inspection
Maudie's North Lamar,78753,01/26/2021,94,"10205 N LAMAR BLVD
AUSTIN, TX 78753
(30.37167, -97.69186)",2801690,Routine Inspection
LW - Lakeway Elementary School,78734,10/05/2022,99,"1701 LOHMANS CROSSING RD
BLDG A LAKEWAY, TX 78734
(30.35296, -97.9763)",2800942,Routine Inspection
Randall's #2485,78745,08/12/2022,89,"2025 W BEN WHITE BLVD
SVRD EB AUSTIN, TX 78745
(30.22949, -97.78987)",2803467,Routine Inspection
Citizen Eatery,78756,03/26/2020,92,"5011 BURNET RD
AUSTIN, TX 78756
(30.32151, -97.73858)",11565753,Routine Inspection
Warehouse Saloon & Billards,78745,07/26/2021,90,"509 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.21872, -97.75758)",2800191,Routine Inspection
Cool Cafe Inc.,78722,03/23/2021,92,"3909 N IH
AUSTIN, TX 78722",11514098,Routine Inspection
PF - Best Western Plus Inn & Suites,78660,12/09/2021,94,"16101 IMPACT WAY
PFLUGERVILLE, TX 78660
(30.4223, -97.5905)",12392373,Routine Inspection
MN - Delicioso,78653,12/21/2022,88,"10900 E US 290 HWY
MANOR, TX 78653
(30.34856, -97.56049)",12394049,Routine Inspection
PF - Accent Foods @ Amazon AUS2,78660,11/18/2022,99,"2000 PECAN ST E
PFLUGERVILLE, TX 78660
(30.42982, -97.59997)",12395731,Routine Inspection
Quickie Pickie #2,78702,01/25/2023,97,"2027 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2563, -97.72225)",11444701,Routine Inspection
Red Lobster # 0095,78752,09/21/2021,86,"109 W ANDERSON LN
AUSTIN, TX 78752
(30.34403, -97.70587)",11183326,Routine Inspection
Lavaca South Lamar,78704,06/02/2022,91,"3121 S LAMAR BLVD
AUSTIN, TX 78704
(30.2416, -97.78513)",11627937,Routine Inspection
Hilton Austin-Spa & Towers,78701,09/30/2022,99,"500 E 4TH ST
AUSTIN, TX 78701
(30.26485, -97.73868)",2802331,Routine Inspection
Torchy's Tacos Warehouse,78653,03/18/2021,95,"12618 BELTEX DR
MANOR, TX 78653
(30.34166, -97.51744)",11936170,Routine Inspection
Accent Food Services,78754,04/29/2022,100,"1821 RUTHERFORD LN
AUSTIN, TX 78754
(30.33111, -97.68052)",11621570,Routine Inspection
LBJ High School,78724,04/27/2022,91,"7309 LAZY CREEK DR
AUSTIN, TX 78724
(30.31441, -97.65745)",2800199,Routine Inspection
OOB - Nekter Juicebar,78701,03/23/2021,97,"222 WEST AVE
AUSTIN, TX 78701
(30.26742, -97.75164)",12185643,Routine Inspection
Whataburger,78729,12/29/2021,99,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44545, -97.74332)",2803042,Routine Inspection
Blind Pig Pub,78701,04/04/2021,82,"317 E 6TH ST
AUSTIN, TX 78701
(30.26721, -97.73976)",2801501,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78738,12/01/2020,98,"12400 W SH
BEE CAVE, TX 78738
(30.30431, -97.93243)",10260923,Routine Inspection
Flyrite Chicken Inc,78757,07/29/2020,88,"6539 BURNET RD
AUSTIN, TX 78757
(30.3409, -97.73885)",11644239,Routine Inspection
BC - Plate By Dzintra,78738,03/29/2022,88,"12823 SHOPS PKWY
BEE CAVE, TX 78738
(30.30528, -97.94351)",11868163,Routine Inspection
Westin Austin @ The Domain,78758,10/27/2021,83,"11301 DOMAIN DR
AUSTIN, TX 78758
(30.39923, -97.72528)",10365292,Routine Inspection
Top Taco,78726,01/18/2023,84,"10505 N FM 620 RD
AUSTIN, TX 78726
(30.44392, -97.83291)",12001874,Routine Inspection
Whataburger #347,78757,09/29/2020,93,"2801 W ANDERSON LN
AUSTIN, TX 78757
(30.35902, -97.73692)",2800287,Routine Inspection
Benvolio's,78757,05/12/2022,93,"8023 BURNET RD
AUSTIN, TX 78757
(30.35914, -97.73004)",12395954,Routine Inspection
Un Taco Mas,78719,09/23/2021,94,"2901 SPIRIT OF TEXAS DR
AUSTIN, TX 78719
(30.21102, -97.66801)",12394324,Routine Inspection
Kentucky Fried Chicken,78751,10/04/2022,90,"5607 N LAMAR BLVD
AUSTIN, TX 78751
(30.32464, -97.72686)",11789736,Routine Inspection
101 by Tea Haus LLC,78752,01/22/2021,86,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.33672, -97.71832)",11785910,Routine Inspection
LW - SP Churrascaria Brazililan Steakhouse,78734,11/20/2020,99,"900 S FM 620 RD
LAKEWAY, TX 78734",11965890,Routine Inspection
"Cups and Cones, LLC",78732,03/27/2020,96,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.36915, -97.89264)",10046868,Routine Inspection
Star Seeds Cafe,78722,02/26/2021,77,"3101 N IH
AUSTIN, TX 78722",2801964,Routine Inspection
PF - Pflugerville Taco-House,78660,06/02/2022,86,"104 N RAILROAD AVE
PFLUGERVILLE, TX 78660
(30.43963, -97.61996)",12392694,Routine Inspection
Mama Betty's,78717,10/20/2022,79,"9900 W PARMER LN
AUSTIN, TX 78717
(30.48679, -97.77077)",12396313,Routine Inspection
La Cocina Buena,78753,04/26/2022,100,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36657, -97.69506)",12185806,Routine Inspection
LW - Belmont Village Lakeway,78734,01/04/2023,87,"107 BELLA MONTAGNA CIR
LAKEWAY, TX 78734
(30.35886, -97.95833)",11961643,Routine Inspection
LW - Santa Catarina,78734,05/10/2021,90,"1310 S FM 620 RD
LAKEWAY, TX 78734",11175645,Routine Inspection
Del Valle High Cafeteria,78617,03/09/2021,94,"5201 ROSS RD
AUSTIN, TX 78617
(30.17804, -97.61556)",2801727,Routine Inspection
Guerrero-Thompson Elementary School,78753,09/20/2022,100,"102 E RUNDBERG LN
AUSTIN, TX 78753
(30.36106, -97.69322)",10991640,Routine Inspection
Masala Wok,78753,04/21/2020,96,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.41803, -97.67114)",10067123,Routine Inspection
SONIC DRIVE-IN #5736,78753,09/20/2021,97,"1605 E PARMER LN
AUSTIN, TX 78753
(30.38775, -97.65058)",12393073,Routine Inspection
Long John Silvers,78745,05/19/2020,90,"704 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19118, -97.7722)",10007067,Routine Inspection
Papa Johns Pizza #1940,78745,01/06/2023,90,"8106 BRODIE LN
AUSTIN, TX 78745
(30.20186, -97.83811)",2803127,Routine Inspection
IDEA Public Schools - Rundberg,78753,12/08/2020,93,"700 SHOWPLACE LN
AUSTIN, TX 78753
(30.36162, -97.68737)",11504140,Routine Inspection
Thai Fresh,78704,10/11/2022,96,"909 W MARY ST
AUSTIN, TX 78704
(30.24805, -97.76134)",10390428,Routine Inspection
Lamar Grocery,78704,12/05/2022,92,"2238 S LAMAR BLVD
AUSTIN, TX 78704
(30.2474, -97.77429)",11659407,Routine Inspection
"Pizza Press, The",78705,05/16/2022,84,"404 W 26TH ST
AUSTIN, TX 78705
(30.29072, -97.74194)",11701376,Routine Inspection
Texas Diabetes & Endocrinology,78749,03/22/2021,100,"5000 DAVIS LN
AUSTIN, TX 78749
(30.2068, -97.85919)",12185792,Routine Inspection
Wieland Elementary,78660,08/25/2021,99,"900 TUDOR HOUSE RD
AUSTIN, TX 78660
(30.42117, -97.64024)",10051637,Routine Inspection
Chapala Restaurant & Fruit Cup,78660,05/12/2020,80,"15200 FM 1825 RD
AUSTIN, TX 78660
(30.44443, -97.66438)",12120496,Routine Inspection
Lucy's Fried Chicken,78704,01/11/2023,78,"2218 COLLEGE AVE
AUSTIN, TX 78704
(30.24033, -97.75306)",10662269,Routine Inspection
SV- CAVA Grill Sunset Valley,78745,11/04/2022,88,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.22756, -97.82157)",12395417,Routine Inspection
OOB - PF - Fresh Donuts,78660,07/28/2021,91,"20205 FM 685 RD
PFLUGERVILLE, TX 78660
(30.48383, -97.58443)",12186613,Routine Inspection
Con'olio Oils & Vinegars,78759,09/29/2021,100,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.39284, -97.74693)",10352489,Routine Inspection
IHOP,78759,05/25/2021,97,"11654 RESEARCH BLVD
AUSTIN, TX 78759
(30.41709, -97.74694)",2802867,Routine Inspection
Subway #46185,78660,10/01/2020,100,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.44088, -97.66343)",10237705,Routine Inspection
Lustre Pearl South,78748,04/18/2022,93,"10400 MANCHACA RD
AUSTIN, TX 78748
(30.16702, -97.82767)",12393220,Routine Inspection
PF - Delectable Innovations,78664,10/14/2022,91,"16708 PICADILLY CT
ROUND ROCK, TX 78664
(30.46634, -97.65781)",12395209,Routine Inspection
Hopfields,78705,11/23/2021,92,"3110 GUADALUPE ST
AUSTIN, TX 78705
(30.29845, -97.74088)",10665383,Routine Inspection
Left Wing,78705,01/20/2021,98,"2416 GUADALUPE ST
AUSTIN, TX 78705
(30.2882, -97.74155)",12158630,Routine Inspection
7-Eleven Convenience Store #36589B,78729,10/14/2022,84,"10207 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.46153, -97.79304)",12392809,Routine Inspection
China Kitchen,78723,04/22/2021,66,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31268, -97.66279)",2800893,Routine Inspection
Panda Express #1415,78757,11/07/2022,98,"7718 BURNET RD
AUSTIN, TX 78757
(30.35391, -97.73218)",10008532,Routine Inspection
Japan Cafe & Grill,78613,01/13/2022,85,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.80337)",10952870,Routine Inspection
Wholy Bagel,78731,01/22/2021,96,"3637 FAR WEST BLVD
AUSTIN, TX 78731
(30.35489, -97.75631)",12120641,Routine Inspection
El Pollo Rico #4,78745,11/01/2022,75,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.20902, -97.78285)",10008709,Routine Inspection
Clayton Elementary,78739,10/06/2020,99,"7525 LA CROSSE AVE
AUSTIN, TX 78739
(30.19524, -97.90586)",2802894,Routine Inspection
North Italia,78701,02/03/2023,82,"500 W 2ND ST
AUSTIN, TX 78701
(30.26574, -97.74931)",11867509,Routine Inspection
PF - Cele Middle School,78660,09/17/2021,98,"6000 CELE RD
PFLUGERVILLE, TX 78660
(30.45549, -97.54946)",12392631,Routine Inspection
Trinity Child Development Center,78723,06/02/2020,95,"5801 WESTMINSTER DR
AUSTIN, TX 78723
(30.31135, -97.69026)",10383930,Routine Inspection
PF - Sonic Drive-In #2767,78660,10/18/2022,94,"2014 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44645, -97.64681)",12392738,Routine Inspection
Hwy 969 Food Mart,78725,01/04/2023,73,"6401 FM 969 RD
AUSTIN, TX 78725
(30.28483, -97.66051)",12392357,Routine Inspection
BC - Lake Hills Church,78738,06/21/2022,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
(30.31069, -97.91399)",10934346,Routine Inspection
Taco Cabana #199,78748,01/06/2021,86,"9705 MANCHACA RD
AUSTIN, TX 78748
(30.1753, -97.82304)",2801240,Routine Inspection
Voodoo Room,78701,12/09/2021,91,"419 E 6TH ST
AUSTIN, TX 78701
(30.26688, -97.73861)",10996299,Routine Inspection
Arby's,78729,04/13/2020,96,"13201 N FM 620 RD
AUSTIN, TX 78729
(30.46741, -97.79003)",11848079,Routine Inspection
Lil'Angels Day Care,78723,05/14/2020,96,"6006 CAMERON RD
AUSTIN, TX 78723
(30.31762, -97.69925)",2800492,Routine Inspection
Twin Panda,78717,12/06/2021,89,"9231 W PARMER LN
AUSTIN, TX 78717
(30.47881, -97.76598)",11631913,Routine Inspection
Bert's BBQ,78731,12/14/2020,89,"3563 FAR WEST BLVD
AUSTIN, TX 78731
(30.35285, -97.75378)",2800469,Routine Inspection
Guckenheimer @ Google Austin 22nd Floor,78701,12/06/2021,100,"500 W 2ND ST
AUSTIN, TX 78701
(30.26574, -97.74931)",12037481,Routine Inspection
St. Michaels Athletic Center,78735,09/15/2020,97,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28797, -97.87454)",11827757,Routine Inspection
Krispy Kreme,78745,07/26/2022,87,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",12186185,Routine Inspection
Queen and King Cafe,78705,09/14/2022,90,"2718 GUADALUPE ST
AUSTIN, TX 78705
(30.29301, -97.74167)",12396158,Routine Inspection
Challenger School Elementary,78717,11/03/2021,94,"15101 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.49886, -97.77344)",11192837,Routine Inspection
Gyu Kaku Japanese BBQ Restaurant,78702,02/15/2023,95,"1211 E 5TH ST
AUSTIN, TX 78702
(30.26343, -97.73065)",12393124,Routine Inspection
Murphy's Deli,78701,02/14/2023,85,"700 LAVACA ST
AUSTIN, TX 78701
(30.27019, -97.74467)",11397192,Routine Inspection
PF - Target Store T-2495 (Starbucks),78660,10/25/2022,98,"18700 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46695, -97.59817)",12392899,Routine Inspection
Cafe Blue III LLC,78701,02/28/2022,60,"340 E 2ND ST
AUSTIN, TX 78701
(30.26338, -97.74091)",11606337,Routine Inspection
Dragon Express,78724,06/08/2021,88,"14300 FM 969 RD
AUSTIN, TX 78724
(30.24824, -97.58373)",10334534,Routine Inspection
Wal-Mart Supercenter Deli/Bakery #5317,78748,01/10/2022,100,"9300 S IH
AUSTIN, TX 78748",2802655,Routine Inspection
Fibonacci Food,78752,11/19/2021,100,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.3343, -97.68934)",12395309,Routine Inspection
Randall's Food Stores #2471 - Retail Food,78703,03/25/2020,99,"2727 EXPOSITION BLVD
AUSTIN, TX 78703
(30.30408, -97.76456)",10613899,Routine Inspection
Greater East Austin Concession Stand,78702,06/30/2021,100,"1400 ALEXANDER AVE
AUSTIN, TX 78702
(30.27753, -97.70857)",10753601,Routine Inspection
La Condesa Restaurant,78701,09/23/2020,94,"400 W 2ND ST
AUSTIN, TX 78701
(30.26532, -97.74784)",10221919,Routine Inspection
Gattis Pizza,78745,05/06/2020,84,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19094, -97.77193)",12094268,Routine Inspection
7-Eleven Convenience Store #36588B,78727,11/01/2022,92,"1100 W PARMER LN
AUSTIN, TX 78727
(30.40797, -97.67927)",12396219,Routine Inspection
Kinda Tropical,78702,06/01/2022,85,"3501 E 7TH ST
AUSTIN, TX 78702
(30.25683, -97.70286)",11693814,Routine Inspection
Luca Villa Pizza,78613,04/19/2022,92,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.80337)",2800826,Routine Inspection
Papa John's Pizza #1296,78745,09/29/2022,93,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19624, -97.78578)",2803120,Routine Inspection
Poco Loco Supermercado - Grocery/Produce/Carniceria,78745,07/27/2020,88,"611 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22645, -97.77015)",11258727,Routine Inspection
Jacoby's Austin - Catering Kitchen,78702,01/12/2022,95,"3235 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25175, -97.70739)",11207649,Routine Inspection
Ben White Shell,78745,04/20/2020,94,"2125 W BEN WHITE BLVD
SVRD EB AUSTIN, TX 78745
(30.23112, -97.79163)",2803759,Routine Inspection
Subway #22137,78726,03/23/2020,89,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.40439, -97.85365)",12022058,Routine Inspection
Torchy's Tacos,78723,10/05/2020,89,"1801 E 51ST ST
AUSTIN, TX 78723
(30.30251, -97.69818)",11232472,Routine Inspection
MN - Apple Express,78653,05/21/2021,94,"12401 TILLGANG PASS
MANOR, TX 78653
(30.34855, -97.56395)",11650292,Routine Inspection
Emerald Tavern Games & Cafe,78757,12/01/2021,94,"9012 RESEARCH BLVD
SB BLDG C AUSTIN, TX 78757
(30.37192, -97.72444)",12186037,Routine Inspection
Pronto Food Mart,78751,07/12/2022,96,"4301 DUVAL ST
AUSTIN, TX 78751
(30.30485, -97.72599)",12397023,Routine Inspection
Wok on Fire Restaurant,78748,01/04/2021,82,"9901 BRODIE LN
AUSTIN, TX 78748
(30.18523, -97.84765)",12160009,Routine Inspection
Walgreens #6189,78727,05/17/2022,97,"12550 METRIC BLVD
AUSTIN, TX 78727
(30.41418, -97.69003)",2803793,Routine Inspection
Parmer Lane 5 Caffe Macs-Back Kitchen,78727,08/31/2022,96,"5505 W PARMER LN
AUSTIN, TX 78727
(30.43648, -97.73498)",11499693,Routine Inspection
Fiesta Mart #25 (Grocery/Meat),78722,04/15/2020,88,"3909 N IH
AUSTIN, TX 78722",11377984,Routine Inspection
